CustomerSRKey,CustomerKey,CustomerCode,Name,Education,Occupation
2296,5075,16074,"Roberts, Caleb",Graduate Degree,Professional
2297,5076,16075,"Johnson, Alexis",Graduate Degree,Professional
2298,5077,16076,"Rogers, Catherine",Graduate Degree,Professional
2299,5078,16077,"Rogers, Stephanie",Graduate Degree,Professional
2300,5079,16078,"James, Nicole",Graduate Degree,Professional
2301,5080,16079,"Carter, Natalie",Graduate Degree,Professional
2302,5081,16080,"Patterson, Oscar",High School,Skilled Manual
2303,5082,16081,"Cai, Arturo",Bachelors,Skilled Manual
2304,5083,16082,"Zeng, Autumn",Bachelors,Skilled Manual
2305,5085,16084,"Wright, Allison",Bachelors,Professional
2306,5087,16086,"Watson, Charles",Graduate Degree,Professional
2307,5088,16087,"Chen, Micah",Graduate Degree,Professional
2308,5089,16088,"Sanders, Bryce",Bachelors,Professional
2309,5092,16091,"Lewis, Alyssa",Bachelors,Skilled Manual
2310,5093,16092,"Bryant, Jessica",Graduate Degree,Professional
2311,5094,16093,"Morris, Kaitlyn",Graduate Degree,Professional
2312,5095,16094,"Brown, Kayla",Graduate Degree,Professional
2313,5096,16095,"Garcia, Marcus",Graduate Degree,Professional
2314,5100,16099,"Jenkins, Julian",Graduate Degree,Professional
2315,5101,16100,"Johnson, Jose",Graduate Degree,Professional
2316,5102,16101,"Lopez, Mary",Graduate Degree,Professional
2317,5103,16102,"Alexander, Marcus",Bachelors,Professional
2318,5105,16104,"Hernandez, Jordan",Bachelors,Skilled Manual
2319,5106,16105,"Diaz, Kristy",Bachelors,Skilled Manual
2320,5127,16126,"Kelly, Faith",Partial College,Skilled Manual
2321,5128,16127,"Edwards, Amanda",Partial College,Skilled Manual
2322,5130,16129,"Russell, Jordyn",High School,Skilled Manual
2323,5131,16130,"Seamans, Mike",Bachelors,Professional
2324,5132,16131,"Romero, Albert",Bachelors,Professional
2325,5135,16134,"Hernandez, Roy",Partial College,Skilled Manual
2326,5136,16135,"Raman, Chelsea",Partial College,Skilled Manual
2327,5137,16136,"Srini, George",Partial College,Skilled Manual
2328,5138,16137,"King, Timothy",Partial College,Skilled Manual
2329,5139,16138,"Butler, David",Graduate Degree,Professional
2330,5140,16139,"Alexander, Jacqueline",Partial College,Skilled Manual
2331,5142,16141,"Ramirez, Shelby",Partial College,Skilled Manual
2332,5143,16142,"King, Sophia",Bachelors,Professional
2333,5144,16143,"Evans, Sara",Bachelors,Professional
2334,5145,16144,"Kelly, Patrick",Graduate Degree,Professional
2335,5146,16145,"Anderson, Sydney",Graduate Degree,Professional
2336,5147,16146,"Saunders, Jacquelyn",Graduate Degree,Professional
2337,5197,16196,"Raheem, Kurt",Bachelors,Skilled Manual
2338,5198,16197,"Prasad, Heidi",Partial High School,Manual
2339,5200,16199,"Xie, Terrence",Partial College,Clerical
2340,5207,16206,"Lewis, Cindy",Partial College,Clerical
2341,5208,16207,"Shan, Jordan",Partial College,Clerical
2342,5209,16208,"Chandra, Ruth",Partial College,Clerical
2343,5215,16214,"Fernandez, Brett",Graduate Degree,Skilled Manual
2344,5216,16215,"Turner, Thomas",Graduate Degree,Skilled Manual
2345,5217,16216,"Mitchell, Charles",Graduate Degree,Skilled Manual
2346,5218,16217,"Gonzales, Amanda",Graduate Degree,Skilled Manual
2347,5219,16218,"Simmons, Julia",Bachelors,Skilled Manual
2348,5222,16221,"Saunders, Darren",Bachelors,Skilled Manual
2349,5223,16222,"Anderson, Brandon",Bachelors,Skilled Manual
2350,5224,16223,"Collins, Carlos",Bachelors,Skilled Manual
2351,5225,16224,"Martinez, Jacob",Bachelors,Skilled Manual
2352,5226,16225,"Nelson, Wyatt",Bachelors,Skilled Manual
2353,5227,16226,"Blue, Maria",Partial College,Clerical
2354,5228,16227,"Lopez, Eric",High School,Clerical
2355,5229,16228,"Zhu, Rafael",Partial College,Clerical
2356,5230,16229,"Chande, Wayne",Partial College,Clerical
2357,5231,16230,"Blanco, Craig",Partial College,Clerical
2358,5232,16231,"Martin, Dana",Partial College,Clerical
2359,5233,16232,"Richardson, Chase",Partial College,Clerical
2360,5234,16233,"King, Rebecca",Graduate Degree,Skilled Manual
2361,5235,16234,"Martin, Wyatt",Partial College,Clerical
2362,5236,16235,"Morris, Sebastian",Partial College,Clerical
2363,5253,16252,"Jiménez, Danny",Partial High School,Manual
2364,5254,16253,"Lal, Bethany",Partial College,Manual
2365,5264,16263,"Robinson, Eduardo",Bachelors,Clerical
2366,5268,16267,"Chen, Edwin",Bachelors,Skilled Manual
2367,5270,16269,"Nath, Tara",Bachelors,Skilled Manual
2368,5271,16270,"Hernandez, Jerome",Bachelors,Skilled Manual
2369,5272,16271,"Gutierrez, Michele",High School,Manual
2370,5275,16274,"Diaz, Ross",Partial High School,Manual
2371,5277,16276,"Carlson, Brandi",High School,Manual
2372,5279,16278,"Turner, Angel",Partial College,Manual
2373,5280,16279,"Patterson, Victoria",Partial High School,Manual
2374,5281,16280,"Ma, Glenn",Partial High School,Manual
2375,5285,16284,"Perez, Troy",High School,Manual
2376,5291,16290,"Nath, Russell",Partial College,Clerical
2377,5293,16292,"Lal, Carly",Bachelors,Skilled Manual
2378,5298,16297,"Garcia, Deanna",Bachelors,Skilled Manual
2379,5299,16298,"Sanz, Adrienne",Bachelors,Skilled Manual
2380,5300,16299,"Tang, Alison",High School,Manual
2381,5304,16303,"Yuan, Tracy",High School,Manual
2382,5305,16304,"Moore, Justin",High School,Manual
2383,5306,16305,"Gonzalez, Stanley",Partial College,Clerical
2384,5308,16307,"Sun, Kelli",Bachelors,Skilled Manual
2385,5310,16309,"Ortega, Desiree",Bachelors,Skilled Manual
2386,5314,16313,"Russell, Hailey",Partial College,Clerical
2387,5317,16316,"Hu, Kelli",Partial College,Clerical
2388,5327,16326,"Romero, Jésus",Partial High School,Manual
2389,5328,16327,"Diaz, Darren",Partial High School,Manual
2390,5334,16333,"Hill, Caleb",Partial College,Skilled Manual
2391,5335,16334,"Bailey, Natalie",Partial College,Skilled Manual
2392,5336,16335,"Lu, Kristen",Partial College,Skilled Manual
2393,5341,16340,"Mitchell, Sean",Partial College,Skilled Manual
2394,5354,16353,"Xu, Alejandro",Partial College,Skilled Manual
2395,5355,16354,"Torres, Janet",High School,Skilled Manual
2396,5356,16355,"Foster, Sam",High School,Skilled Manual
2397,5358,16357,"Russell, Margaret",High School,Skilled Manual
2398,5360,16359,"Richardson, Shelby",High School,Clerical
2399,5361,16360,"Garcia, Justin",High School,Clerical
2400,5372,16371,"Diaz, Caleb",Partial College,Clerical
2401,5373,16372,"Foster, Vanessa",Partial College,Clerical
2402,5374,16373,"Cook, Sara",Partial College,Clerical
2403,5375,16374,"Phillips, Edward",Partial College,Clerical
2404,5376,16375,"Hernandez, Gabriella",Partial College,Clerical
2405,5377,16376,"Wright, Maria",Partial College,Clerical
2406,5378,16377,"Adams, Jordan",Graduate Degree,Skilled Manual
2407,5379,16378,"Baker, Hailey",Graduate Degree,Skilled Manual
2408,5380,16379,"Jimenez, Marc",Graduate Degree,Skilled Manual
2409,5382,16381,"Davis, Kayla",Graduate Degree,Skilled Manual
2410,5383,16382,"Davis, Jennifer",Graduate Degree,Skilled Manual
2411,5384,16383,"Kelly, Brian",Graduate Degree,Skilled Manual
2412,5385,16384,"Reed, Jada",Graduate Degree,Skilled Manual
2413,5386,16385,"Perez, James",Graduate Degree,Skilled Manual
2414,5390,16389,"Shen, Arturo",Bachelors,Clerical
2415,5391,16390,"Nath, Mario",Bachelors,Clerical
2416,5397,16396,"Rai, Keith",Partial High School,Manual
2417,5398,16397,"Navarro, Andy",Partial College,Manual
2418,5400,16399,"Xu, Arturo",Bachelors,Clerical
2419,5410,16409,"Moreno, Ebony",Bachelors,Skilled Manual
2420,5412,16411,"Sanchez, Stanley",Partial High School,Manual
2421,5414,16413,"Gonzalez, Julia",High School,Manual
2422,5415,16414,"Flores, Kelly",Partial High School,Manual
2423,5420,16419,"Simpson, Lacey",High School,Manual
2424,5423,16422,"Xu, Kurt",High School,Manual
2425,5430,16429,"Luo, Jaclyn",Partial College,Clerical
2426,5435,16434,"Bailey, Taylor",Bachelors,Skilled Manual
2427,5442,16441,"Young, Jason",High School,Manual
2428,5443,16442,"Gonzalez, Luke",Partial College,Clerical
2429,5449,16448,"Martin, Cheryl",Bachelors,Skilled Manual
2430,5452,16451,"Stone, Karl",Partial College,Clerical
2431,5457,16456,"Navarro, Larry",High School,Manual
2432,5458,16457,"Martin, Kathleen",Partial High School,Manual
2433,5459,16458,"Ruiz, Michele",Partial College,Clerical
2434,5463,16462,"Gonzales, Marissa",Partial High School,Manual
2435,5464,16463,"Murphy, Anna",Partial High School,Manual
2436,5467,16466,"Kumar, Alisha",Partial High School,Manual
2437,5474,16473,"Andersen, Dawn",Partial High School,Manual
2438,5475,16474,"Serrano, Jay",Partial High School,Manual
2439,5476,16475,"Anand, Kurt",Partial High School,Manual
2440,5478,16477,"Gonzales, Anna",Partial High School,Clerical
2441,5479,16478,"Gray, Adrian",Partial College,Skilled Manual
2442,5486,16485,"Foster, Ian",Partial High School,Clerical
2443,5499,16498,"Jones, Hunter",Partial College,Skilled Manual
2444,5500,16499,"Kelly, Danielle",High School,Skilled Manual
2445,5501,16500,"Perry, Chloe",High School,Skilled Manual
2446,5502,16501,"Wood, Vanessa",High School,Skilled Manual
2447,5503,16502,"Parker, Jackson",High School,Skilled Manual
2448,5505,16504,"Russell, Justin",High School,Skilled Manual
2449,5506,16505,"Gray, Erin",High School,Skilled Manual
2450,5535,16534,"Holt, Claudia",Graduate Degree,Clerical
2451,5538,16537,"Dominguez, Arthur",Partial College,Manual
2452,5539,16538,"Liang, Stacey",Partial College,Manual
2453,5540,16539,"Li, Christy",Partial College,Manual
2454,5541,16540,"Browning, Theodore",Partial College,Manual
2455,5550,16549,"Moreno, Linda",Bachelors,Clerical
2456,5553,16552,"Sanchez, Joe",Bachelors,Clerical
2457,5557,16556,"Butler, Angelica",Partial College,Manual
2458,5559,16558,"Sara, Preston",Partial College,Manual
2459,5566,16565,"Anand, Corey",Graduate Degree,Clerical
2460,5568,16567,"Lopez, Erick",Graduate Degree,Skilled Manual
2461,5569,16568,"Coleman, Caroline",Graduate Degree,Clerical
2462,5573,16572,"Xu, Jon",High School,Manual
2463,5579,16578,"Weber, Stefanie",Bachelors,Management
2464,5583,16582,"Torres, Frank",High School,Professional
2465,5584,16583,"Martinez, Justin",High School,Professional
2466,5588,16587,"Martinez, Zachary",Bachelors,Management
2467,5598,16597,"Xu, Kelli",Partial College,Professional
2468,5604,16603,"Seely, Scott",Partial High School,Professional
2469,5605,16604,"Serrano, Roy",High School,Management
2470,5643,16642,"Mitchell, Mason",Bachelors,Management
2471,5645,16644,"Goel, Leonard",Graduate Degree,Management
2472,5648,16647,"Alexander, Anna",Graduate Degree,Management
2473,5649,16648,"Coleman, Rachel",Bachelors,Management
2474,5651,16650,"Green, Kaitlyn",Graduate Degree,Management
2475,5652,16651,"Martinez, Abigail",Bachelors,Management
2476,5669,16668,"Malhotra, Levi",High School,Professional
2477,5677,16676,"Perry, Amanda",Graduate Degree,Management
2478,5678,16677,"Hughes, Jack",Graduate Degree,Management
2479,5715,16714,"Nicholls, Dalton",High School,Skilled Manual
2480,5716,16715,"Ramirez, Katelyn",High School,Skilled Manual
2481,5717,16716,"Henderson, Jose",High School,Skilled Manual
2482,5721,16720,"Perry, Morgan",High School,Skilled Manual
2483,5723,16722,"Gray, Sean",High School,Skilled Manual
2484,5724,16723,"Zhao, Barbara",High School,Skilled Manual
2485,5725,16724,"Yang, Gabriel",High School,Skilled Manual
2486,5726,16725,"Williams, Jacob",High School,Skilled Manual
2487,5727,16726,"Wood, Miguel",High School,Skilled Manual
2488,5728,16727,"Johnston, Charles",High School,Skilled Manual
2489,5729,16728,"Morris, Cole",High School,Skilled Manual
2490,5733,16732,"Flores, Natalie",High School,Skilled Manual
2491,5736,16735,"Hayes, Melissa",High School,Skilled Manual
2492,5737,16736,"Alexander, Kelly",High School,Skilled Manual
2493,5738,16737,"Selikoff, Steven",High School,Skilled Manual
2494,5750,16749,"Coleman, Aaron",Partial College,Skilled Manual
2495,5751,16750,"Sanders, Seth",Partial College,Skilled Manual
2496,5758,16757,"Cox, Mackenzie",Graduate Degree,Management
2497,5760,16759,"Bell, Jasmine",Graduate Degree,Management
2498,5761,16760,"Alexander, Sydney",Graduate Degree,Skilled Manual
2499,5762,16761,"Ward, Angel",Partial College,Clerical
2500,5763,16762,"Ferrier, Franklin",Graduate Degree,Skilled Manual
2501,5766,16765,"White, Dalton",Graduate Degree,Skilled Manual
2502,5767,16766,"Arun, Summer",Graduate Degree,Skilled Manual
2503,5768,16767,"Liu, Rafael",Graduate Degree,Skilled Manual
2504,5769,16768,"Barnes, Eduardo",Graduate Degree,Skilled Manual
2505,5770,16769,"Walker, Tyler",Graduate Degree,Skilled Manual
2506,5771,16770,"Rogers, Charles",Graduate Degree,Skilled Manual
2507,5775,16774,"Perry, Eduardo",Graduate Degree,Skilled Manual
2508,5776,16775,"Russell, Sarah",Graduate Degree,Professional
2509,5777,16776,"Lewis, Dalton",Bachelors,Skilled Manual
2510,5778,16777,"Simmons, Cameron",Bachelors,Management
2511,5779,16778,"Hayes, Blake",Graduate Degree,Management
2512,5780,16779,"Watson, Morgan",Bachelors,Management
2513,5781,16780,"Bailey, Carlos",Bachelors,Management
2514,5782,16781,"Chen, Dylan",Bachelors,Management
2515,5783,16782,"Clark, Lucas",Bachelors,Management
2516,5784,16783,"Barnes, Grace",Bachelors,Management
2517,5786,16785,"Lee, Christian",Bachelors,Management
2518,5787,16786,"Reed, Lucas",Bachelors,Management
2519,5788,16787,"Jackson, Nicole",Bachelors,Management
2520,5789,16788,"Gao, Ronnie",Bachelors,Management
2521,5790,16789,"Harris, Jennifer",Bachelors,Management
2522,5791,16790,"Lopez, Hunter",Bachelors,Management
2523,5793,16792,"Torres, Maria",Bachelors,Management
2524,5794,16793,"Hernandez, Savannah",Bachelors,Management
2525,5795,16794,"Cook, Taylor",Bachelors,Management
2526,5796,16795,"Garcia, Regina",Bachelors,Management
2527,5813,16812,"Richardson, Alexa",Partial College,Professional
2528,5814,16813,"Diaz, Carson",Partial College,Professional
2529,5815,16814,"Collins, Isabella",Partial College,Professional
2530,5816,16815,"Brown, Jacob",Partial College,Professional
2531,5817,16816,"Miller, Julia",Partial College,Professional
2532,5818,16817,"Peterson, Evan",Partial College,Professional
2533,5819,16818,"Reed, Gabrielle",Partial College,Professional
2534,5820,16819,"Cox, Dalton",Partial College,Professional
2535,5822,16821,"Carter, Mary",Bachelors,Management
2536,5825,16824,"Munoz, Randall",High School,Professional
2537,5826,16825,"Zeng, Susan",High School,Professional
2538,5827,16826,"Vazquez, Roberto",Partial College,Professional
2539,5831,16830,"Hall, Alexandra",Partial College,Professional
2540,5833,16832,"Parker, Isaiah",Graduate Degree,Management
2541,5834,16833,"Cooper, Richard",Graduate Degree,Management
2542,5836,16835,"Nelson, Noah",Graduate Degree,Management
2543,5839,16838,"Griffin, Jonathan",Bachelors,Management
2544,5840,16839,"Ross, Julia",Graduate Degree,Management
2545,5843,16842,"Yang, Jenny",Bachelors,Management
2546,5844,16843,"Ramos, Jimmy",Graduate Degree,Management
2547,5845,16844,"Robinson, Emma",Bachelors,Management
2548,5846,16845,"Adams, Andrea",Graduate Degree,Management
2549,5851,16850,"Jenkins, Jessica",Partial College,Professional
2550,5852,16851,"Hayes, Kevin",Partial College,Professional
2551,5853,16852,"She, Kate",Bachelors,Management
2552,5854,16853,"Bailey, Christina",Bachelors,Management
2553,5855,16854,"Adams, Seth",Graduate Degree,Management
2554,5857,16856,"Rivera, Erin",Partial College,Professional
2555,5858,16857,"Munoz, Lawrence",Partial College,Professional
2556,5859,16858,"Lopez, Jan",Partial College,Professional
2557,5860,16859,"Kumar, Jack",Partial College,Professional
2558,5861,16860,"Rogers, Haley",Bachelors,Management
2559,5862,16861,"Sharma, Luis",Bachelors,Management
2560,5863,16862,"Nelson, Timothy",Bachelors,Management
2561,5864,16863,"Clark, Kaitlyn",Partial College,Professional
2562,5865,16864,"Ramirez, Grace",Partial College,Professional
2563,5866,16865,"Diaz, Jordyn",High School,Professional
2564,5867,16866,"Parker, Alexandra",Bachelors,Management
2565,5868,16867,"King, Katelyn",Bachelors,Management
2566,5869,16868,"Jackson, Xavier",Bachelors,Management
2567,5870,16869,"Patterson, Vanessa",Graduate Degree,Management
2568,5872,16871,"Clark, Anna",High School,Professional
2569,5873,16872,"Taylor, Samuel",Partial High School,Skilled Manual
2570,5875,16874,"Munoz, Leslie",Bachelors,Management
2571,5876,16875,"Diaz, Samantha",Bachelors,Management
2572,5878,16877,"Adams, Katelyn",Graduate Degree,Management
2573,5879,16878,"Young, Devin",Graduate Degree,Management
2574,5880,16879,"Taylor, Morgan",Graduate Degree,Management
2575,5881,16880,"Patel, Edgar",Graduate Degree,Management
2576,5882,16881,"Alonso, Ruben",Graduate Degree,Management
2577,5883,16882,"Young, Robert",Partial College,Professional
2578,5884,16883,"Davis, Tyler",High School,Professional
2579,5885,16884,"Miller, Richard",High School,Professional
2580,5886,16885,"Cook, Garrett",Partial High School,Skilled Manual
2581,5887,16886,"Flores, Aidan",Partial High School,Skilled Manual
2582,5888,16887,"Rivera, Cody",Partial High School,Skilled Manual
